Age,MaritalStatus,Dependents,Education,ResidenceYears,CreditRating,LatePayments2Y,CurrentDebt,ActiveLoans,MaxOverdue1Y,WasBankrupt,DebtVSIncome,MonthlyPayments,MoneyPaidSubscription,Collateral,CreditVSCollateral,MonthlyIncome,JobType,JobExperience,AdditionalIncome,BankRelationshipYears,AverageBalance,CreditCardUsage,CheckCreditHistory,LoanPurpose,HasGuarantor,Region,EarlyRepayments,HasCriminalRecord,NumberKids,Default
66.00,1.00,2.00,3.00,7.00,422.00,4.00,475800.00,0.00,24.00,0.00,0.37,32412.00,1690.00,0.00,0.49,32451.00,0.00,9.00,18927.00,3.00,403068.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00
55.00,3.00,3.00,0.00,9.00,746.00,3.00,634806.00,0.00,76.00,1.00,0.35,51741.00,1547.00,0.00,0.28,29081.00,3.00,7.00,41683.00,7.00,327154.00,8.00,5.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00
43.00,1.00,3.00,3.00,2.00,795.00,8.00,1223816.00,3.00,76.00,0.00,0.50,65102.00,526.00,0.00,0.08,48029.00,1.00,6.00,31258.00,1.00,161043.00,4.00,0.00,2.00,1.00,0.00,1.00,0.00,9.00,0.00
46.00,1.00,3.00,1.00,2.00,768.00,4.00,1262140.00,5.00,78.00,0.00,0.30,82169.00,866.00,0.00,0.41,2956.00,3.00,2.00,44557.00,9.00,120609.00,11.00,4.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00
30.00,2.00,2.00,1.00,9.00,536.00,4.00,1029919.00,4.00,57.00,0.00,0.02,94748.00,645.00,0.00,0.40,3086.00,3.00,0.00,32107.00,4.00,329537.00,5.00,2.00,1.00,0.00,3.00,1.00,0.00,1.00,0.00
42.00,1.00,2.00,1.00,8.00,386.00,2.00,943031.00,4.00,34.00,0.00,0.10,75669.00,590.00,0.00,0.19,285895.00,2.00,1.00,38304.00,8.00,386212.00,5.00,4.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00
58.00,1.00,0.00,1.00,1.00,725.00,7.00,1615235.00,2.00,0.00,0.00,0.20,73754.00,229.00,0.00,0.25,227819.00,0.00,1.00,30714.00,11.00,328971.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,8.00,0.00
50.00,0.00,0.00,3.00,5.00,699.00,9.00,1634622.00,0.00,80.00,0.00,0.17,879.00,1502.00,1.00,1.10,48485.00,0.00,0.00,45573.00,5.00,102600.00,6.00,3.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00
52.00,0.00,0.00,0.00,10.00,434.00,6.00,1550404.00,3.00,7.00,0.00,0.52,97837.00,1817.00,0.00,0.74,249561.00,0.00,0.00,17379.00,12.00,71733.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00
51.00,3.00,3.00,1.00,1.00,559.00,9.00,1022019.00,2.00,14.00,0.00,0.57,87789.00,938.00,1.00,0.33,19867.00,0.00,0.00,43585.00,6.00,472974.00,14.00,5.00,2.00,0.00,1.00,1.00,0.00,1.00,0.00
20.00,2.00,2.00,1.00,6.00,597.00,5.00,1385879.00,3.00,80.00,0.00,0.32,39259.00,1464.00,0.00,0.81,252066.00,0.00,1.00,1061.00,3.00,34292.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,0.00
67.00,1.00,0.00,2.00,2.00,625.00,8.00,854609.00,5.00,18.00,0.00,0.05,32528.00,1373.00,0.00,0.61,89483.00,1.00,7.00,11393.00,3.00,333664.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
45.00,1.00,0.00,2.00,6.00,708.00,2.00,1821734.00,1.00,6.00,0.00,0.22,91058.00,605.00,0.00,1.05,26331.00,0.00,3.00,43626.00,7.00,139888.00,17.00,2.00,2.00,0.00,1.00,1.00,1.00,8.00,0.00
60.00,2.00,0.00,2.00,4.00,484.00,0.00,1291379.00,1.00,6.00,0.00,0.01,22313.00,1620.00,0.00,1.16,201714.00,1.00,7.00,22238.00,6.00,273167.00,10.00,5.00,0.00,0.00,2.00,0.00,0.00,9.00,0.00
57.00,3.00,0.00,1.00,2.00,315.00,3.00,1608274.00,5.00,15.00,0.00,0.41,25367.00,91.00,0.00,0.21,287949.00,0.00,10.00,19289.00,15.00,276134.00,16.00,1.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00
53.00,1.00,1.00,0.00,7.00,525.00,4.00,502203.00,3.00,73.00,0.00,0.51,13638.00,660.00,0.00,0.95,112489.00,2.00,6.00,29328.00,11.00,77932.00,0.00,3.00,2.00,0.00,2.00,0.00,0.00,4.00,0.00
50.00,3.00,3.00,0.00,5.00,825.00,6.00,296112.00,2.00,75.00,0.00,0.29,7303.00,1206.00,1.00,0.85,96706.00,3.00,7.00,32945.00,11.00,306453.00,16.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,0.00
30.00,1.00,1.00,1.00,1.00,423.00,7.00,203123.00,0.00,67.00,0.00,0.68,25019.00,411.00,0.00,0.35,141999.00,2.00,8.00,4766.00,2.00,436255.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00
56.00,3.00,0.00,2.00,9.00,379.00,2.00,1075576.00,1.00,69.00,0.00,0.08,65953.00,983.00,0.00,1.11,152352.00,3.00,6.00,23009.00,10.00,258905.00,19.00,3.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00
36.00,1.00,1.00,2.00,9.00,630.00,3.00,1460591.00,2.00,36.00,0.00,0.08,6056.00,814.00,0.00,0.56,38312.00,3.00,6.00,40303.00,12.00,154516.00,6.00,4.00,2.00,1.00,4.00,0.00,0.00,4.00,0.00
27.00,1.00,2.00,3.00,3.00,766.00,1.00,615460.00,3.00,65.00,0.00,0.40,75339.00,874.00,0.00,0.27,261473.00,2.00,1.00,31119.00,2.00,384039.00,15.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00,0.00
48.00,0.00,3.00,1.00,3.00,345.00,0.00,1090708.00,4.00,10.00,0.00,0.44,36394.00,1958.00,0.00,0.26,91392.00,3.00,10.00,30259.00,0.00,207352.00,9.00,1.00,2.00,0.00,4.00,0.00,0.00,1.00,0.00
45.00,3.00,3.00,0.00,7.00,728.00,6.00,1135907.00,4.00,37.00,0.00,0.11,39078.00,1357.00,0.00,0.16,61972.00,3.00,10.00,16170.00,4.00,99858.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,8.00,0.00
59.00,0.00,0.00,0.00,1.00,818.00,6.00,1520349.00,2.00,33.00,0.00,0.64,93008.00,1618.00,1.00,0.31,64632.00,2.00,2.00,39076.00,7.00,483973.00,20.00,3.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00
37.00,2.00,3.00,1.00,10.00,447.00,5.00,139581.00,1.00,15.00,0.00,0.17,95755.00,473.00,1.00,1.05,2674.00,3.00,0.00,16122.00,10.00,58354.00,17.00,0.00,2.00,1.00,2.00,1.00,0.00,0.00,0.00
29.00,2.00,2.00,0.00,4.00,649.00,7.00,1682692.00,2.00,85.00,0.00,0.47,60749.00,1660.00,0.00,0.98,98149.00,0.00,1.00,3952.00,0.00,157639.00,14.00,1.00,0.00,0.00,2.00,0.00,0.00,7.00,0.00
54.00,1.00,1.00,2.00,4.00,784.00,6.00,1371797.00,3.00,87.00,0.00,0.31,5553.00,1839.00,0.00,0.86,120559.00,2.00,5.00,10543.00,5.00,325963.00,2.00,2.00,1.00,0.00,3.00,0.00,0.00,8.00,0.00
64.00,0.00,1.00,2.00,7.00,618.00,1.00,1705038.00,5.00,82.00,0.00,0.36,62878.00,1757.00,0.00,0.16,277321.00,0.00,4.00,25831.00,13.00,431916.00,13.00,2.00,2.00,0.00,4.00,0.00,0.00,1.00,0.00
54.00,2.00,1.00,2.00,1.00,683.00,8.00,1158098.00,1.00,76.00,0.00,0.45,67152.00,443.00,0.00,0.25,29960.00,1.00,0.00,5304.00,14.00,176525.00,15.00,5.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00
42.00,0.00,3.00,2.00,10.00,796.00,9.00,1413103.00,3.00,72.00,0.00,0.26,93109.00,1306.00,1.00,0.81,71286.00,3.00,8.00,37473.00,12.00,75867.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,7.00,0.00
66.00,2.00,0.00,3.00,9.00,458.00,1.00,418512.00,5.00,45.00,0.00,0.16,19409.00,1264.00,0.00,0.21,119178.00,0.00,10.00,34861.00,6.00,96096.00,17.00,2.00,0.00,0.00,2.00,0.00,0.00,8.00,0.00
64.00,2.00,0.00,3.00,10.00,773.00,7.00,948394.00,1.00,30.00,0.00,0.44,11981.00,345.00,0.00,0.09,299622.00,0.00,10.00,26592.00,11.00,251289.00,19.00,4.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00
39.00,3.00,3.00,3.00,2.00,667.00,4.00,1472464.00,2.00,59.00,0.00,0.65,90860.00,1807.00,0.00,0.30,166452.00,0.00,10.00,6301.00,14.00,52776.00,4.00,1.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00
23.00,0.00,1.00,3.00,2.00,632.00,3.00,270844.00,0.00,78.00,1.00,0.67,78215.00,1576.00,0.00,0.57,214819.00,3.00,2.00,11602.00,9.00,357632.00,8.00,1.00,1.00,0.00,2.00,1.00,0.00,7.00,1.00
39.00,3.00,0.00,0.00,3.00,638.00,5.00,579163.00,4.00,74.00,0.00,0.24,24736.00,1092.00,0.00,0.16,141913.00,0.00,3.00,29042.00,3.00,251140.00,20.00,2.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00
30.00,0.00,0.00,0.00,3.00,361.00,5.00,537361.00,0.00,79.00,0.00,0.43,38970.00,1675.00,0.00,0.18,291300.00,3.00,0.00,26912.00,0.00,26694.00,5.00,0.00,0.00,1.00,2.00,0.00,0.00,9.00,0.00
39.00,1.00,1.00,1.00,6.00,381.00,7.00,1940102.00,4.00,15.00,0.00,0.67,82755.00,1481.00,0.00,0.62,97684.00,3.00,9.00,49872.00,11.00,169270.00,14.00,1.00,1.00,0.00,4.00,0.00,0.00,4.00,0.00
35.00,0.00,3.00,2.00,7.00,777.00,3.00,885126.00,1.00,29.00,0.00,0.69,23297.00,1285.00,0.00,0.34,172600.00,2.00,4.00,17503.00,4.00,330302.00,19.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00
30.00,2.00,1.00,3.00,8.00,471.00,7.00,696645.00,2.00,59.00,0.00,0.41,34398.00,1826.00,0.00,0.83,272306.00,3.00,10.00,44857.00,4.00,243758.00,6.00,4.00,0.00,0.00,3.00,0.00,0.00,8.00,0.00
49.00,3.00,0.00,0.00,5.00,800.00,5.00,1646938.00,4.00,18.00,0.00,0.51,29752.00,515.00,0.00,0.75,2640.00,1.00,3.00,22891.00,4.00,64261.00,15.00,0.00,0.00,1.00,2.00,0.00,0.00,7.00,0.00
53.00,2.00,3.00,1.00,5.00,800.00,2.00,1097174.00,1.00,24.00,0.00,0.48,99714.00,1511.00,0.00,0.19,294896.00,3.00,7.00,37606.00,3.00,263035.00,17.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00
47.00,2.00,2.00,2.00,10.00,564.00,2.00,833225.00,1.00,3.00,0.00,0.27,81124.00,1075.00,0.00,0.41,131013.00,1.00,2.00,45939.00,8.00,98097.00,17.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00
49.00,2.00,1.00,0.00,2.00,429.00,6.00,1200645.00,1.00,68.00,0.00,0.42,46030.00,1969.00,0.00,0.38,213257.00,3.00,1.00,5342.00,7.00,261871.00,16.00,3.00,1.00,0.00,1.00,0.00,0.00,8.00,0.00
59.00,2.00,1.00,1.00,7.00,564.00,0.00,182674.00,4.00,87.00,0.00,0.20,6328.00,409.00,1.00,0.53,134255.00,3.00,0.00,20156.00,2.00,305658.00,8.00,1.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00
63.00,0.00,1.00,3.00,4.00,459.00,8.00,1611169.00,3.00,79.00,0.00,0.52,6431.00,1295.00,0.00,0.42,76751.00,0.00,1.00,46427.00,10.00,337640.00,16.00,2.00,2.00,0.00,3.00,0.00,0.00,1.00,0.00
40.00,0.00,0.00,2.00,7.00,444.00,5.00,1233600.00,1.00,69.00,0.00,0.52,48659.00,1939.00,0.00,1.07,165509.00,2.00,9.00,46655.00,2.00,215898.00,12.00,0.00,2.00,1.00,2.00,0.00,0.00,3.00,0.00
32.00,3.00,3.00,1.00,9.00,634.00,2.00,593055.00,0.00,60.00,0.00,0.39,92851.00,1822.00,0.00,0.18,19431.00,1.00,3.00,31543.00,2.00,471512.00,3.00,2.00,1.00,0.00,3.00,0.00,0.00,4.00,0.00
66.00,0.00,0.00,1.00,1.00,533.00,1.00,1469715.00,2.00,79.00,1.00,0.60,94842.00,1549.00,0.00,0.22,215813.00,1.00,8.00,26823.00,9.00,363256.00,6.00,0.00,2.00,0.00,4.00,0.00,0.00,4.00,0.00
28.00,3.00,2.00,3.00,10.00,508.00,6.00,279394.00,1.00,50.00,0.00,0.06,35525.00,1771.00,0.00,0.90,173997.00,1.00,10.00,34016.00,9.00,87249.00,13.00,2.00,2.00,0.00,1.00,0.00,0.00,7.00,0.00
42.00,1.00,3.00,2.00,3.00,769.00,3.00,1991183.00,0.00,70.00,0.00,0.38,59815.00,1716.00,0.00,0.17,203835.00,3.00,0.00,45704.00,8.00,369630.00,15.00,1.00,1.00,0.00,2.00,0.00,1.00,7.00,0.00
29.00,1.00,2.00,2.00,10.00,376.00,4.00,1024598.00,3.00,86.00,0.00,0.17,4121.00,1564.00,0.00,0.64,162964.00,3.00,4.00,31540.00,8.00,95320.00,15.00,0.00,1.00,1.00,4.00,0.00,0.00,5.00,0.00
41.00,0.00,1.00,0.00,10.00,733.00,0.00,887355.00,4.00,21.00,0.00,0.33,5250.00,541.00,1.00,0.61,247247.00,0.00,1.00,41533.00,2.00,106570.00,15.00,1.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00
56.00,1.00,0.00,1.00,8.00,817.00,8.00,826598.00,4.00,66.00,0.00,0.65,18498.00,326.00,1.00,1.16,253973.00,0.00,10.00,17806.00,12.00,438365.00,9.00,3.00,1.00,0.00,1.00,0.00,0.00,8.00,0.00
48.00,3.00,1.00,0.00,5.00,657.00,5.00,1313988.00,4.00,57.00,0.00,0.52,7137.00,154.00,0.00,0.17,264710.00,0.00,2.00,1899.00,15.00,137268.00,15.00,5.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00
48.00,3.00,3.00,3.00,10.00,678.00,0.00,844361.00,2.00,25.00,0.00,0.11,63361.00,1855.00,1.00,0.66,165238.00,0.00,4.00,39953.00,4.00,337975.00,14.00,1.00,1.00,0.00,2.00,1.00,0.00,6.00,0.00
47.00,0.00,2.00,2.00,9.00,639.00,8.00,1140881.00,5.00,84.00,0.00,0.59,58245.00,1135.00,0.00,0.05,2775.00,0.00,5.00,22723.00,13.00,207808.00,17.00,1.00,1.00,0.00,2.00,1.00,1.00,4.00,0.00
25.00,2.00,3.00,0.00,6.00,335.00,8.00,389302.00,0.00,66.00,0.00,0.34,68333.00,497.00,0.00,0.67,92306.00,3.00,7.00,27346.00,6.00,433209.00,2.00,5.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00
39.00,2.00,3.00,3.00,1.00,371.00,8.00,188450.00,4.00,12.00,0.00,0.13,59768.00,1914.00,0.00,0.21,95598.00,2.00,6.00,40648.00,15.00,4397.00,10.00,0.00,1.00,0.00,3.00,0.00,1.00,8.00,0.00
69.00,1.00,1.00,2.00,5.00,492.00,9.00,626146.00,3.00,73.00,1.00,0.63,5169.00,1967.00,0.00,0.02,49317.00,3.00,2.00,1172.00,13.00,216602.00,9.00,5.00,1.00,0.00,0.00,0.00,0.00,8.00,0.00
32.00,2.00,3.00,3.00,8.00,309.00,3.00,1256411.00,2.00,29.00,0.00,0.43,65246.00,34.00,1.00,0.21,59980.00,0.00,5.00,42036.00,11.00,261594.00,4.00,3.00,1.00,0.00,1.00,1.00,0.00,4.00,0.00
21.00,2.00,0.00,2.00,4.00,495.00,2.00,1041861.00,1.00,75.00,1.00,0.18,11893.00,373.00,1.00,0.23,282478.00,2.00,8.00,41064.00,15.00,441446.00,20.00,5.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00
45.00,1.00,1.00,2.00,7.00,776.00,1.00,1943172.00,0.00,16.00,0.00,0.66,80028.00,1786.00,0.00,0.04,111884.00,0.00,6.00,32891.00,6.00,425672.00,9.00,5.00,1.00,0.00,1.00,1.00,0.00,5.00,0.00
70.00,3.00,1.00,0.00,9.00,610.00,7.00,786204.00,1.00,12.00,0.00,0.01,52482.00,113.00,0.00,0.61,172589.00,0.00,0.00,17133.00,14.00,415181.00,11.00,3.00,0.00,1.00,2.00,0.00,0.00,5.00,0.00
38.00,0.00,2.00,2.00,2.00,333.00,4.00,483409.00,1.00,74.00,0.00,0.19,33918.00,1792.00,1.00,0.93,151146.00,2.00,5.00,30704.00,12.00,176532.00,17.00,5.00,2.00,1.00,2.00,0.00,0.00,2.00,0.00
48.00,3.00,0.00,0.00,1.00,595.00,0.00,21909.00,0.00,44.00,0.00,0.25,71393.00,115.00,0.00,0.46,150334.00,0.00,4.00,3678.00,12.00,225628.00,4.00,5.00,2.00,1.00,4.00,0.00,0.00,3.00,1.00
64.00,2.00,0.00,1.00,8.00,361.00,3.00,496949.00,3.00,3.00,0.00,0.39,7713.00,40.00,1.00,1.19,55181.00,2.00,6.00,39714.00,4.00,463542.00,5.00,2.00,2.00,0.00,1.00,1.00,1.00,9.00,0.00
68.00,1.00,0.00,0.00,6.00,534.00,5.00,144744.00,4.00,41.00,1.00,0.28,4213.00,919.00,0.00,0.43,133474.00,3.00,10.00,12359.00,8.00,197671.00,10.00,2.00,2.00,0.00,4.00,0.00,0.00,6.00,1.00
57.00,3.00,2.00,0.00,3.00,830.00,5.00,1376464.00,5.00,16.00,0.00,0.55,17474.00,42.00,0.00,0.26,221476.00,1.00,6.00,5640.00,3.00,78869.00,10.00,1.00,2.00,0.00,3.00,1.00,0.00,4.00,0.00
26.00,0.00,3.00,2.00,3.00,805.00,5.00,89233.00,3.00,42.00,0.00,0.40,52930.00,1665.00,0.00,0.46,170763.00,2.00,8.00,27759.00,12.00,293119.00,20.00,5.00,2.00,0.00,4.00,1.00,0.00,2.00,1.00
20.00,3.00,1.00,3.00,4.00,475.00,8.00,1238530.00,4.00,46.00,0.00,0.18,58614.00,1412.00,1.00,0.81,22289.00,0.00,9.00,26987.00,11.00,294808.00,14.00,4.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00
48.00,2.00,1.00,2.00,5.00,601.00,7.00,1031808.00,1.00,0.00,0.00,0.55,40659.00,1793.00,0.00,0.48,90397.00,1.00,1.00,20708.00,6.00,480179.00,6.00,4.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00
38.00,0.00,0.00,1.00,7.00,381.00,2.00,1142162.00,3.00,87.00,1.00,0.56,19130.00,1898.00,0.00,1.00,299466.00,1.00,1.00,31390.00,0.00,408771.00,5.00,4.00,0.00,0.00,4.00,0.00,0.00,6.00,0.00
27.00,3.00,1.00,1.00,5.00,497.00,7.00,698011.00,4.00,56.00,0.00,0.49,92225.00,1444.00,0.00,0.06,256748.00,0.00,6.00,34440.00,5.00,431432.00,18.00,1.00,2.00,0.00,2.00,0.00,0.00,6.00,0.00
38.00,3.00,0.00,2.00,3.00,816.00,1.00,278032.00,2.00,1.00,0.00,0.36,38606.00,1674.00,1.00,0.09,200877.00,0.00,6.00,28624.00,14.00,327838.00,8.00,1.00,1.00,1.00,4.00,0.00,0.00,0.00,1.00
52.00,3.00,0.00,1.00,1.00,564.00,7.00,1063747.00,4.00,77.00,0.00,0.01,82262.00,838.00,0.00,0.45,255144.00,1.00,6.00,40877.00,9.00,168872.00,15.00,0.00,1.00,0.00,2.00,0.00,0.00,4.00,0.00
54.00,2.00,0.00,3.00,3.00,715.00,6.00,504703.00,0.00,7.00,1.00,0.56,39313.00,97.00,0.00,0.78,263877.00,0.00,2.00,1368.00,7.00,271702.00,15.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
28.00,3.00,2.00,1.00,1.00,658.00,0.00,1081014.00,1.00,67.00,0.00,0.00,12074.00,1856.00,0.00,0.38,116136.00,0.00,8.00,21079.00,10.00,347017.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,0.00
64.00,0.00,2.00,2.00,10.00,551.00,8.00,804045.00,4.00,17.00,0.00,0.05,82011.00,1925.00,0.00,0.83,29826.00,0.00,0.00,8344.00,10.00,394866.00,8.00,1.00,1.00,0.00,4.00,0.00,0.00,2.00,0.00
69.00,3.00,3.00,3.00,7.00,766.00,9.00,1632573.00,0.00,23.00,0.00,0.70,93832.00,714.00,0.00,0.30,15221.00,0.00,0.00,6299.00,9.00,310009.00,8.00,5.00,2.00,0.00,0.00,1.00,0.00,9.00,0.00
58.00,3.00,3.00,0.00,3.00,412.00,1.00,1483649.00,1.00,82.00,0.00,0.19,66560.00,389.00,0.00,0.50,1454.00,0.00,8.00,47689.00,1.00,169015.00,18.00,5.00,1.00,0.00,1.00,0.00,0.00,6.00,0.00
25.00,0.00,0.00,1.00,7.00,449.00,7.00,1229027.00,1.00,63.00,0.00,0.29,21957.00,1034.00,0.00,0.27,130406.00,1.00,9.00,5857.00,6.00,495780.00,14.00,1.00,0.00,1.00,1.00,1.00,0.00,5.00,0.00
51.00,1.00,3.00,1.00,5.00,444.00,9.00,1368971.00,1.00,18.00,0.00,0.18,37559.00,733.00,0.00,0.93,236802.00,1.00,1.00,32805.00,15.00,23248.00,15.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
57.00,3.00,0.00,3.00,2.00,585.00,4.00,709244.00,5.00,76.00,0.00,0.19,73346.00,561.00,0.00,0.16,226453.00,2.00,8.00,9720.00,2.00,242008.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00
34.00,1.00,2.00,2.00,10.00,306.00,0.00,415712.00,5.00,34.00,0.00,0.15,47514.00,805.00,1.00,0.11,22229.00,2.00,0.00,9483.00,13.00,194095.00,1.00,5.00,2.00,1.00,4.00,0.00,1.00,3.00,0.00
38.00,2.00,3.00,1.00,8.00,570.00,1.00,1358110.00,0.00,28.00,0.00,0.58,50870.00,117.00,0.00,0.72,246194.00,0.00,4.00,29676.00,4.00,425979.00,3.00,4.00,2.00,1.00,0.00,1.00,0.00,5.00,0.00
70.00,1.00,1.00,1.00,10.00,334.00,5.00,1531718.00,1.00,45.00,0.00,0.25,65984.00,1417.00,1.00,0.59,50291.00,1.00,0.00,23212.00,5.00,401610.00,15.00,3.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00
19.00,1.00,0.00,3.00,6.00,486.00,0.00,632895.00,1.00,29.00,0.00,0.69,66514.00,262.00,1.00,0.35,286486.00,0.00,3.00,7077.00,0.00,21150.00,3.00,5.00,0.00,0.00,3.00,1.00,0.00,9.00,0.00
34.00,1.00,1.00,2.00,8.00,559.00,3.00,427966.00,1.00,57.00,0.00,0.33,25675.00,164.00,0.00,1.15,208927.00,2.00,5.00,11274.00,4.00,110002.00,13.00,4.00,0.00,0.00,3.00,0.00,0.00,9.00,0.00
67.00,2.00,2.00,0.00,5.00,460.00,7.00,922011.00,5.00,20.00,0.00,0.37,81197.00,808.00,0.00,0.28,170597.00,2.00,1.00,26707.00,4.00,390220.00,1.00,0.00,1.00,0.00,4.00,0.00,0.00,5.00,0.00
43.00,2.00,0.00,3.00,6.00,583.00,3.00,1840787.00,0.00,82.00,0.00,0.17,76705.00,823.00,1.00,0.88,26602.00,2.00,6.00,1041.00,13.00,172440.00,8.00,5.00,2.00,0.00,1.00,0.00,0.00,2.00,0.00
50.00,1.00,3.00,1.00,9.00,816.00,1.00,1560616.00,2.00,45.00,0.00,0.64,86988.00,471.00,0.00,0.00,117296.00,3.00,7.00,9796.00,15.00,220470.00,18.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00
69.00,2.00,3.00,1.00,8.00,612.00,2.00,1117609.00,3.00,52.00,0.00,0.31,17178.00,423.00,0.00,0.53,276079.00,0.00,10.00,47307.00,5.00,276551.00,10.00,4.00,0.00,1.00,3.00,0.00,0.00,7.00,0.00
32.00,2.00,1.00,2.00,6.00,410.00,4.00,738666.00,3.00,77.00,0.00,0.04,74368.00,634.00,0.00,0.40,73617.00,3.00,2.00,49817.00,12.00,170269.00,18.00,2.00,1.00,0.00,1.00,0.00,0.00,4.00,0.00
66.00,0.00,0.00,3.00,1.00,431.00,8.00,399082.00,2.00,37.00,0.00,0.01,61047.00,1287.00,0.00,0.46,268483.00,0.00,2.00,10335.00,6.00,10075.00,7.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00
45.00,2.00,2.00,3.00,5.00,383.00,4.00,857342.00,2.00,24.00,0.00,0.13,68609.00,480.00,0.00,0.38,72860.00,0.00,7.00,49513.00,13.00,428068.00,19.00,3.00,0.00,0.00,1.00,1.00,0.00,9.00,0.00
45.00,1.00,0.00,0.00,3.00,796.00,2.00,1415512.00,1.00,72.00,0.00,0.51,80811.00,189.00,1.00,1.09,164206.00,1.00,10.00,17404.00,12.00,34544.00,10.00,3.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00
52.00,0.00,3.00,0.00,7.00,391.00,9.00,1098516.00,4.00,29.00,0.00,0.53,27839.00,1618.00,1.00,0.08,8094.00,1.00,1.00,40858.00,12.00,8745.00,11.00,1.00,1.00,1.00,3.00,0.00,0.00,1.00,0.00
42.00,1.00,2.00,0.00,2.00,347.00,4.00,1967567.00,3.00,86.00,0.00,0.49,3741.00,237.00,0.00,0.67,139227.00,2.00,6.00,19438.00,12.00,329307.00,17.00,3.00,0.00,0.00,2.00,0.00,0.00,9.00,0.00
24.00,3.00,3.00,2.00,1.00,335.00,7.00,1255022.00,3.00,62.00,0.00,0.50,95910.00,1642.00,1.00,0.41,224385.00,3.00,4.00,1349.00,6.00,24643.00,15.00,0.00,1.00,0.00,3.00,1.00,0.00,9.00,0.00
55.00,1.00,1.00,3.00,9.00,687.00,8.00,851956.00,5.00,13.00,0.00,0.30,66209.00,1620.00,0.00,0.77,294371.00,3.00,5.00,2829.00,0.00,480535.00,7.00,0.00,2.00,1.00,1.00,0.00,0.00,2.00,0.00
61.00,0.00,1.00,1.00,1.00,310.00,2.00,404750.00,3.00,36.00,0.00,0.27,34999.00,691.00,1.00,0.60,13599.00,0.00,8.00,6992.00,0.00,133748.00,1.00,3.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00
56.00,2.00,2.00,2.00,4.00,567.00,9.00,752013.00,1.00,87.00,0.00,0.26,32950.00,1869.00,0.00,0.95,243445.00,3.00,2.00,31049.00,3.00,236208.00,11.00,2.00,1.00,0.00,3.00,0.00,0.00,1.00,0.00
63.00,2.00,1.00,0.00,1.00,346.00,5.00,1884390.00,0.00,76.00,0.00,0.36,31675.00,302.00,0.00,0.77,208182.00,3.00,4.00,31420.00,3.00,10285.00,9.00,3.00,1.00,0.00,2.00,0.00,1.00,9.00,0.00
40.00,2.00,2.00,1.00,6.00,741.00,7.00,1711943.00,4.00,56.00,0.00,0.10,66112.00,268.00,0.00,0.66,165411.00,3.00,8.00,35900.00,10.00,386896.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,8.00,0.00
27.00,3.00,1.00,3.00,1.00,650.00,2.00,1286287.00,0.00,48.00,0.00,0.52,90436.00,1759.00,0.00,1.08,74515.00,0.00,2.00,2803.00,7.00,446083.00,7.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00
